 #calculated the component:  1  2  3
 #tolerance:    2.000000E-03
 #broadening:    2.000000E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    1.089015E+02eV    4.002056E+00Ha
 # Energy(eV)  |TotChi(-w,w,0)|   |Tot Chi(-w,w,0)|
 # eV          *10^-7 esu        *10^-12 m/V SI units 
 # 
       1.363290   3.795890E+02   1.590019E+04
       1.371454   3.641442E+02   1.525324E+04
       1.379617   3.522030E+02   1.475304E+04
       1.387781   3.384953E+02   1.417886E+04
       1.395944   3.189138E+02   1.335863E+04
       1.404107   2.929436E+02   1.227079E+04
       1.412271   2.628328E+02   1.100951E+04
       1.420434   2.315887E+02   9.700764E+03
       1.428598   2.016138E+02   8.445179E+03
       1.436761   1.743188E+02   7.301848E+03
       1.444924   1.502890E+02   6.295293E+03
       1.453088   1.295877E+02   5.428156E+03
       1.461251   1.119978E+02   4.691353E+03
       1.469415   9.715758E+01   4.069727E+03
       1.477578   8.460086E+01   3.543753E+03
       1.485742   7.375966E+01   3.089638E+03
       1.493905   6.411343E+01   2.685577E+03
       1.502068   5.609666E+01   2.349771E+03
       1.510232   5.406419E+01   2.264636E+03
       1.518395   6.826692E+01   2.859558E+03
       1.526559   1.046466E+02   4.383427E+03
       1.534722   1.607437E+02   6.733216E+03
       1.542885   2.324576E+02   9.737161E+03
       1.551049   3.159588E+02   1.323485E+04
       1.559212   4.085570E+02   1.711360E+04
       1.567376   5.095062E+02   2.134215E+04
       1.575539   6.200169E+02   2.597121E+04
       1.583703   7.425919E+02   3.110562E+04
       1.591866   8.800512E+02   3.686350E+04
       1.600029   1.034338E+03   4.332624E+04
       1.608193   1.204969E+03   5.047362E+04
       1.616356   1.387128E+03   5.810390E+04
       1.624520   1.570062E+03   6.576660E+04
       1.632683   1.737513E+03   7.278077E+04
       1.640846   1.872124E+03   7.841937E+04
       1.649010   1.962700E+03   8.221338E+04
       1.657173   2.007921E+03   8.410760E+04
       1.665337   2.011135E+03   8.424221E+04
       1.673500   1.972378E+03   8.261880E+04
       1.681664   1.889353E+03   7.914103E+04
       1.689827   1.765723E+03   7.396244E+04
       1.697990   1.614641E+03   6.763393E+04
       1.706154   1.453952E+03   6.090301E+04
       1.714317   1.299597E+03   5.443739E+04
       1.722481   1.162391E+03   4.869014E+04
       1.730644   1.048164E+03   4.390540E+04
       1.738807   9.591840E+02   4.017821E+04
       1.746971   8.953683E+02   3.750510E+04
       1.755134   8.547402E+02   3.580327E+04
       1.763298   8.331925E+02   3.490069E+04
       1.771461   8.239217E+02   3.451235E+04
       1.779625   8.170749E+02   3.422555E+04
       1.787788   8.003623E+02   3.352550E+04
       1.795951   7.614549E+02   3.189575E+04
       1.804115   6.921776E+02   2.899387E+04
       1.812278   5.925238E+02   2.481958E+04
       1.820442   4.714124E+02   1.974647E+04
       1.828605   3.433495E+02   1.438219E+04
       1.836768   2.235825E+02   9.365403E+03
       1.844932   1.249328E+02   5.233172E+03
       1.853095   6.046841E+01   2.532895E+03
       1.861259   5.246545E+01   2.197668E+03
       1.869422   7.387292E+01   3.094382E+03
       1.877585   9.178976E+01   3.844881E+03
       1.885749   1.037974E+02   4.347854E+03
       1.893912   1.122438E+02   4.701658E+03
       1.902076   1.191253E+02   4.989908E+03
       1.910239   1.255921E+02   5.260788E+03
       1.918403   1.322477E+02   5.539579E+03
       1.926566   1.394838E+02   5.842685E+03
       1.934729   1.475755E+02   6.181629E+03
       1.942893   1.565953E+02   6.559449E+03
       1.951056   1.663873E+02   6.969613E+03
       1.959220   1.767965E+02   7.405632E+03
       1.967383   1.881821E+02   7.882552E+03
       1.975546   2.019283E+02   8.458351E+03
       1.983710   2.203069E+02   9.228195E+03
       1.991873   2.454044E+02   1.027948E+04
       2.000037   2.780753E+02   1.164799E+04
       2.008200   3.180099E+02   1.332077E+04
       2.016364   3.644818E+02   1.526738E+04
       2.024527   4.167585E+02   1.745714E+04
       2.032690   4.738987E+02   1.985062E+04
       2.040854   5.341511E+02   2.237447E+04
       2.049017   5.941661E+02   2.488837E+04
       2.057181   6.482295E+02   2.715298E+04
       2.065344   6.880673E+02   2.882170E+04
       2.073507   7.042649E+02   2.950018E+04
       2.081671   6.899261E+02   2.889956E+04
       2.089834   6.449999E+02   2.701769E+04
       2.097998   5.777119E+02   2.419914E+04
       2.106161   5.011866E+02   2.099365E+04
       2.114325   4.274279E+02   1.790406E+04
       2.122488   3.626378E+02   1.519014E+04
       2.130651   3.065747E+02   1.284177E+04
       2.138815   2.558617E+02   1.071751E+04
       2.146978   2.079265E+02   8.709603E+03
       2.155142   1.624015E+02   6.802656E+03
       2.163305   1.203570E+02   5.041501E+03
       2.171468   8.357473E+01   3.500770E+03
       2.179632   5.566538E+01   2.331706E+03
       2.187795   4.534984E+01   1.899610E+03
       2.195959   5.633119E+01   2.359596E+03
       2.204122   7.597438E+01   3.182408E+03
       2.212286   9.490911E+01   3.975544E+03
       2.220449   1.082886E+02   4.535983E+03
       2.228612   1.123411E+02   4.705732E+03
       2.236776   1.042774E+02   4.367962E+03
       2.244939   8.352156E+01   3.498543E+03
       2.253103   5.304580E+01   2.221977E+03
       2.261266   2.630173E+01   1.101724E+03
       2.269429   4.705649E+01   1.971098E+03
       2.277593   8.959439E+01   3.752921E+03
       2.285756   1.353069E+02   5.667722E+03
       2.293920   1.827173E+02   7.653644E+03
       2.302083   2.327592E+02   9.749794E+03
       2.310246   2.872086E+02   1.203057E+04
       2.318410   3.483402E+02   1.459124E+04
       2.326573   4.188359E+02   1.754416E+04
       2.334737   5.017170E+02   2.101587E+04
       2.342900   6.001057E+02   2.513717E+04
       2.351064   7.165909E+02   3.001649E+04
       2.359227   8.520430E+02   3.569029E+04
       2.367390   1.003994E+03   4.205522E+04
       2.375554   1.164934E+03   4.879665E+04
       2.383717   1.320938E+03   5.533133E+04
       2.391881   1.451789E+03   6.081241E+04
       2.400044   1.535062E+03   6.430053E+04
       2.408207   1.555073E+03   6.513874E+04
       2.416371   1.511721E+03   6.332283E+04
       2.424534   1.421263E+03   5.953371E+04
       2.432698   1.307376E+03   5.476323E+04
       2.440861   1.189742E+03   4.983581E+04
       2.449025   1.078522E+03   4.517701E+04
       2.457188   9.766076E+02   4.090804E+04
       2.465351   8.847391E+02   3.705986E+04
       2.473515   8.043107E+02   3.369089E+04
       2.481678   7.373505E+02   3.088607E+04
       2.489842   6.856184E+02   2.871912E+04
       2.498005   6.499627E+02   2.722557E+04
       2.506168   6.299190E+02   2.638599E+04
       2.514332   6.232889E+02   2.610827E+04
       2.522495   6.256797E+02   2.620841E+04
       2.530659   6.302869E+02   2.640139E+04
       2.538822   6.284551E+02   2.632467E+04
       2.546986   6.116083E+02   2.561899E+04
       2.555149   5.744248E+02   2.406145E+04
       2.563312   5.175382E+02   2.167859E+04
       2.571476   4.473762E+02   1.873965E+04
       2.579639   3.729170E+02   1.562071E+04
       2.587803   3.019271E+02   1.264709E+04
       2.595966   2.390710E+02   1.001418E+04
       2.604129   1.860498E+02   7.793237E+03
       2.612293   1.426465E+02   5.975161E+03
       2.620456   1.077599E+02   4.513838E+03
       2.628620   8.012098E+01   3.356100E+03
       2.636783   5.875423E+01   2.461092E+03
       2.644947   4.336755E+01   1.816576E+03
       2.653110   3.463546E+01   1.450807E+03
       2.661273   3.326115E+01   1.393240E+03
       2.669437   3.768130E+01   1.578390E+03
       2.677600   4.501128E+01   1.885428E+03
       2.685764   5.332701E+01   2.233756E+03
       2.693927   6.179957E+01   2.588654E+03
       2.702090   7.040441E+01   2.949093E+03
       2.710254   7.988357E+01   3.346155E+03
       2.718417   9.155530E+01   3.835060E+03
       2.726581   1.067492E+02   4.471500E+03
       2.734744   1.263278E+02   5.291606E+03
       2.742907   1.507711E+02   6.315486E+03
       2.751071   1.805798E+02   7.564108E+03
       2.759234   2.165534E+02   9.070967E+03
       2.767398   2.598356E+02   1.088397E+04
       2.775561   3.117905E+02   1.306025E+04
       2.783725   3.737209E+02   1.565439E+04
       2.791888   4.463375E+02   1.869614E+04
       2.800051   5.288521E+02   2.215250E+04
       2.808215   6.176833E+02   2.587346E+04
       2.816378   7.052016E+02   2.953941E+04
       2.824542   7.796871E+02   3.265946E+04
       2.832705   8.279668E+02   3.468179E+04
       2.840868   8.405664E+02   3.520956E+04
       2.849032   8.160823E+02   3.418397E+04
       2.857195   7.609517E+02   3.187467E+04
       2.865359   6.849490E+02   2.869107E+04
       2.873522   5.965282E+02   2.498732E+04
       2.881686   5.012746E+02   2.099734E+04
       2.889849   4.036159E+02   1.690662E+04
       2.898012   3.100486E+02   1.298729E+04
       2.906176   2.320935E+02   9.721909E+03
       2.914339   1.860953E+02   7.795141E+03
       2.922503   1.794235E+02   7.515672E+03
       2.930666   1.947772E+02   8.158807E+03
       2.938829   2.108454E+02   8.831870E+03
       2.946993   2.190015E+02   9.173511E+03
       2.955156   2.196775E+02   9.201829E+03
       2.963320   2.167807E+02   9.080491E+03
       2.971483   2.144725E+02   8.983803E+03
       2.979647   2.159132E+02   9.044150E+03
       2.987810   2.231721E+02   9.348212E+03
       2.995973   2.375295E+02   9.949610E+03
       3.004137   2.597301E+02   1.087955E+04
       3.012300   2.900436E+02   1.214932E+04
       3.020464   3.280775E+02   1.374248E+04
       3.028627   3.723110E+02   1.559533E+04
       3.036790   4.194267E+02   1.756890E+04
       3.044954   4.638152E+02   1.942824E+04
       3.053117   4.979908E+02   2.085979E+04
       3.061281   5.145140E+02   2.155191E+04
       3.069444   5.087675E+02   2.131120E+04
       3.077608   4.805611E+02   2.012970E+04
       3.085771   4.333277E+02   1.815119E+04
       3.093934   3.722194E+02   1.559149E+04
       3.102098   3.031042E+02   1.269640E+04
       3.110261   2.325084E+02   9.739290E+03
       3.118425   1.673591E+02   7.010320E+03
       3.126588   1.148454E+02   4.810634E+03
       3.134751   8.402120E+01   3.519472E+03
       3.142915   8.253605E+01   3.457262E+03
       3.151078   1.017950E+02   4.263979E+03
       3.159242   1.283490E+02   5.376269E+03
       3.167405   1.562550E+02   6.545193E+03
       3.175568   1.829200E+02   7.662135E+03
       3.183732   2.059482E+02   8.626739E+03
       3.191895   2.225002E+02   9.320066E+03
       3.200059   2.300701E+02   9.637154E+03
       3.208222   2.277871E+02   9.541523E+03
       3.216386   2.170187E+02   9.090457E+03
       3.224549   2.006531E+02   8.404937E+03
       3.232712   1.817418E+02   7.612784E+03
       3.240876   1.625472E+02   6.808760E+03
       3.249039   1.443106E+02   6.044870E+03
       3.257203   1.274475E+02   5.338508E+03
       3.265366   1.118285E+02   4.684259E+03
       3.273529   9.699390E+01   4.062871E+03
       3.281693   8.228285E+01   3.446656E+03
       3.289856   6.691953E+01   2.803119E+03
       3.298020   5.012452E+01   2.099611E+03
       3.306183   3.133734E+01   1.312656E+03
       3.314347   1.077169E+01   4.512036E+02
       3.322510   1.221730E+01   5.117570E+02
       3.330673   3.289217E+01   1.377784E+03
       3.338837   4.993436E+01   2.091646E+03
       3.347000   6.084009E+01   2.548464E+03
       3.355164   6.495705E+01   2.720915E+03
       3.363327   6.357893E+01   2.663188E+03
       3.371490   5.918975E+01   2.479334E+03
       3.379654   5.444514E+01   2.280593E+03
       3.387817   5.149722E+01   2.157110E+03
       3.395981   5.161626E+01   2.162097E+03
       3.404144   5.489564E+01   2.299463E+03
       3.412308   6.030915E+01   2.526224E+03
       3.420471   6.630734E+01   2.777475E+03
       3.428634   7.158340E+01   2.998479E+03
       3.436798   7.559199E+01   3.166390E+03
       3.444961   7.860799E+01   3.292724E+03
       3.453125   8.139922E+01   3.409642E+03
       3.461288   8.481046E+01   3.552532E+03
       3.469451   8.949379E+01   3.748707E+03
       3.477615   9.582672E+01   4.013980E+03
       3.485778   1.039529E+02   4.354369E+03
       3.493942   1.138841E+02   4.770366E+03
       3.502105   1.256523E+02   5.263312E+03
       3.510269   1.395166E+02   5.844057E+03
       3.518432   1.561342E+02   6.540135E+03
       3.526595   1.764597E+02   7.391526E+03
       3.534759   2.012156E+02   8.428498E+03
       3.542922   2.301717E+02   9.641410E+03
       3.551086   2.616247E+02   1.095891E+04
       3.559249   2.921918E+02   1.223930E+04
       3.567412   3.169977E+02   1.327837E+04
       3.575576   3.306407E+02   1.384984E+04
       3.583739   3.291045E+02   1.378550E+04
       3.591903   3.117047E+02   1.305666E+04
       3.600066   2.814886E+02   1.179097E+04
       3.608229   2.436473E+02   1.020587E+04
       3.616393   2.032705E+02   8.514576E+03
       3.624556   1.639460E+02   6.867353E+03
       3.632720   1.274970E+02   5.340583E+03
       3.640883   9.427695E+01   3.949064E+03
       3.649047   6.351658E+01   2.660576E+03
       3.657210   3.443262E+01   1.442310E+03
       3.665373   2.059858E+01   8.628315E+02
       3.673537   5.094307E+01   2.133898E+03
       3.681700   9.461237E+01   3.963114E+03
       3.689864   1.422292E+02   5.957681E+03
       3.698027   1.887608E+02   7.906793E+03
       3.706190   2.289791E+02   9.591454E+03
       3.714354   2.583552E+02   1.082196E+04
       3.722517   2.741986E+02   1.148561E+04
       3.730681   2.759560E+02   1.155922E+04
       3.738844   2.646932E+02   1.108744E+04
       3.747008   2.426610E+02   1.016456E+04
       3.755171   2.132476E+02   8.932494E+03
       3.763334   1.806315E+02   7.566273E+03
       3.771498   1.487869E+02   6.232372E+03
       3.779661   1.204959E+02   5.047321E+03
       3.787825   9.704977E+01   4.065211E+03
       3.795988   7.858510E+01   3.291765E+03
       3.804151   6.461082E+01   2.706412E+03
       3.812315   5.442040E+01   2.279557E+03
       3.820478   4.731966E+01   1.982121E+03
       3.828642   4.271683E+01   1.789318E+03
       3.836805   4.013967E+01   1.681366E+03
       3.844969   3.922609E+01   1.643099E+03
       3.853132   3.971163E+01   1.663437E+03
       3.861295   4.141988E+01   1.734992E+03
       3.869459   4.425416E+01   1.853714E+03
       3.877622   4.818906E+01   2.018539E+03
       3.885786   5.326202E+01   2.231034E+03
       3.893949   5.956566E+01   2.495081E+03
       3.902112   6.724018E+01   2.816550E+03
       3.910276   7.646305E+01   3.202877E+03
       3.918439   8.743086E+01   3.662295E+03
       3.926603   1.003257E+02   4.202432E+03
       3.934766   1.152579E+02   4.827910E+03
       3.942930   1.321863E+02   5.537008E+03
       3.951093   1.508496E+02   6.318772E+03
       3.959256   1.708079E+02   7.154784E+03
       3.967420   1.917562E+02   8.032267E+03
       3.975583   2.141424E+02   8.969975E+03
       3.983747   2.396583E+02   1.003878E+04
       3.991910   2.708033E+02   1.134338E+04
       4.000073   3.093699E+02   1.295885E+04
       4.008237   3.548051E+02   1.486204E+04
       4.016400   4.032716E+02   1.689220E+04
       4.024564   4.477100E+02   1.875363E+04
       4.032727   4.794879E+02   2.008474E+04
       4.040890   4.917503E+02   2.059839E+04
       4.049054   4.827517E+02   2.022146E+04
       4.057217   4.567153E+02   1.913085E+04
       4.065381   4.218769E+02   1.767154E+04
       4.073544   3.876815E+02   1.623916E+04
       4.081708   3.624992E+02   1.518433E+04
       4.089871   3.512503E+02   1.471314E+04
       4.098034   3.529487E+02   1.478428E+04
       4.106198   3.608039E+02   1.511332E+04
       4.114361   3.657602E+02   1.532093E+04
       4.122525   3.602327E+02   1.508939E+04
       4.130688   3.400043E+02   1.424207E+04
       4.138851   3.050581E+02   1.277825E+04
       4.147015   2.596291E+02   1.087532E+04
       4.155178   2.106003E+02   8.821606E+03
       4.163342   1.646362E+02   6.896266E+03
       4.171505   1.260440E+02   5.279719E+03
       4.179669   9.644685E+01   4.039956E+03
       4.187832   7.548635E+01   3.161965E+03
       4.195995   6.151973E+01   2.576933E+03
       4.204159   5.228120E+01   2.189950E+03
       4.212322   4.574289E+01   1.916074E+03
       4.220486   4.067730E+01   1.703887E+03
       4.228649   3.655827E+01   1.531349E+03
       4.236812   3.318516E+01   1.390057E+03
       4.244976   3.043104E+01   1.274692E+03
       4.253139   2.816753E+01   1.179879E+03
       4.261303   2.627095E+01   1.100435E+03
       4.269466   2.463951E+01   1.032097E+03
       4.277630   2.320033E+01   9.718133E+02
       4.285793   2.190790E+01   9.176761E+02
       4.293956   2.073966E+01   8.687409E+02
       4.302120   1.969205E+01   8.248585E+02
       4.310283   1.877819E+01   7.865791E+02
       4.318447   1.802721E+01   7.551219E+02
       4.326610   1.748425E+01   7.323784E+02
       4.334773   1.721006E+01   7.208933E+02
       4.342937   1.727844E+01   7.237574E+02
       4.351100   1.777084E+01   7.443833E+02
       4.359264   1.876992E+01   7.862325E+02
       4.367427   2.035641E+01   8.526872E+02
       4.375591   2.261451E+01   9.472743E+02
       4.383754   2.564763E+01   1.074326E+03
       4.391917   2.960320E+01   1.240016E+03
       4.400081   3.470352E+01   1.453658E+03
       4.408244   4.127707E+01   1.729010E+03
       4.416408   4.977459E+01   2.084953E+03
       4.424571   6.073763E+01   2.544172E+03
       4.432734   7.467838E+01   3.128121E+03
       4.440898   9.186809E+01   3.848162E+03
       4.449061   1.121266E+02   4.696748E+03
       4.457225   1.347561E+02   5.644651E+03
       4.465388   1.586134E+02   6.643984E+03
       4.473551   1.820926E+02   7.627479E+03
       4.481715   2.029047E+02   8.499253E+03
       4.489878   2.180018E+02   9.131638E+03
       4.498042   2.242124E+02   9.391785E+03
       4.506205   2.196168E+02   9.199286E+03
       4.514369   2.047209E+02   8.575330E+03
       4.522532   1.823165E+02   7.636855E+03
       4.530695   1.561096E+02   6.539104E+03
       4.538859   1.292777E+02   5.415171E+03
       4.547022   1.038043E+02   4.348145E+03
       4.555186   8.055886E+01   3.374442E+03
       4.563349   5.973281E+01   2.502082E+03
       4.571512   4.149497E+01   1.738137E+03
       4.579676   2.760838E+01   1.156457E+03
       4.587839   2.533647E+01   1.061292E+03
       4.596003   3.854118E+01   1.614409E+03
       4.604166   6.021421E+01   2.522247E+03
       4.612330   8.740522E+01   3.661221E+03
       4.620493   1.197027E+02   5.014094E+03
       4.628656   1.566357E+02   6.561141E+03
       4.636820   1.966339E+02   8.236582E+03
       4.644983   2.366450E+02   9.912564E+03
       4.653147   2.726177E+02   1.141938E+04
       4.661310   3.007948E+02   1.259966E+04
       4.669473   3.188484E+02   1.335589E+04
       4.677637   3.258609E+02   1.364963E+04
       4.685800   3.215358E+02   1.346846E+04
       4.693964   3.058957E+02   1.281333E+04
       4.702127   2.798913E+02   1.172406E+04
       4.710291   2.461184E+02   1.030938E+04
       4.718454   2.087081E+02   8.742345E+03
       4.726617   1.723177E+02   7.218026E+03
       4.734781   1.408556E+02   5.900145E+03
       4.742944   1.166253E+02   4.885191E+03
       4.751108   1.003963E+02   4.205391E+03
       4.759271   9.253838E+01   3.876239E+03
       4.767434   9.427659E+01   3.949049E+03
       4.775598   1.073033E+02   4.494708E+03
       4.783761   1.321266E+02   5.534506E+03
       4.791925   1.677663E+02   7.027377E+03
       4.800088   2.124862E+02   8.900603E+03
       4.808252   2.638525E+02   1.105223E+04
       4.816415   3.184098E+02   1.333752E+04
       4.824578   3.721517E+02   1.558865E+04
       4.832742   4.220587E+02   1.767915E+04
       4.840905   4.674226E+02   1.957935E+04
       4.849069   5.094508E+02   2.133982E+04
       4.857232   5.492766E+02   2.300804E+04
       4.865395   5.858282E+02   2.453911E+04
       4.873559   6.149296E+02   2.575811E+04
       4.881722   6.303587E+02   2.640440E+04
       4.889886   6.266238E+02   2.624796E+04
       4.898049   6.020874E+02   2.522018E+04
       4.906213   5.606019E+02   2.348244E+04
       4.914376   5.106145E+02   2.138857E+04
       4.922539   4.622340E+02   1.936201E+04
       4.930703   4.237511E+02   1.775004E+04
       4.938866   3.989727E+02   1.671213E+04
       4.947030   3.863610E+02   1.618385E+04
       4.955193   3.805656E+02   1.594109E+04
       4.963356   3.754340E+02   1.572614E+04
       4.971520   3.665052E+02   1.535213E+04
       4.979683   3.519919E+02   1.474420E+04
       4.987847   3.324531E+02   1.392576E+04
       4.996010   3.097503E+02   1.297479E+04
       5.004173   2.859855E+02   1.197933E+04
       5.012337   2.628886E+02   1.101185E+04
       5.020500   2.416769E+02   1.012334E+04
       5.028664   2.231668E+02   9.347991E+03
       5.036827   2.079577E+02   8.710913E+03
       5.044991   1.965901E+02   8.234747E+03
       5.053154   1.895115E+02   7.938241E+03
       5.061317   1.866389E+02   7.817911E+03
