 #calculated the component:  1  2  3
 #tolerance:    2.000000E-03
 #broadening:    2.000000E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    1.089015E+02eV    4.002056E+00Ha
 # Energy      Tot-Im Chi(-w,w,0)  Tot-Im Chi(-w,w,0)
 # eV          *10^-7 esu        *10^-12 m/V SI units 
 # 
       1.200022   2.884830E+01   1.208395E+03
       1.208185   3.727331E+01   1.561301E+03
       1.216349   4.694120E+01   1.966269E+03
       1.224512   5.820573E+01   2.438116E+03
       1.232676   7.148713E+01   2.994446E+03
       1.240839   8.727205E+01   3.655643E+03
       1.249003   1.060925E+02   4.443993E+03
       1.257166   1.284595E+02   5.380901E+03
       1.265329   1.547067E+02   6.480339E+03
       1.273493   1.846713E+02   7.735495E+03
       1.281656   2.171195E+02   9.094682E+03
       1.289820   2.488621E+02   1.042431E+04
       1.297983   2.737470E+02   1.146669E+04
       1.306146   2.823165E+02   1.182565E+04
       1.314310   2.637172E+02   1.104656E+04
       1.322473   2.111470E+02   8.844503E+03
       1.330637   1.287950E+02   5.394951E+03
       1.338800   3.356438E+01   1.405942E+03
       1.346963  -5.336313E+01  -2.235269E+03
       1.355127  -1.195031E+02  -5.005735E+03
       1.363290  -1.666038E+02  -6.978685E+03
       1.371454  -2.043093E+02  -8.558088E+03
       1.379617  -2.389803E+02  -1.001038E+04
       1.387781  -2.679439E+02  -1.122361E+04
       1.395944  -2.834267E+02  -1.187215E+04
       1.404107  -2.806082E+02  -1.175409E+04
       1.412271  -2.612190E+02  -1.094192E+04
       1.420434  -2.311655E+02  -9.683037E+03
       1.428598  -1.966497E+02  -8.237241E+03
       1.436761  -1.620650E+02  -6.788561E+03
       1.444924  -1.297632E+02  -5.435507E+03
       1.453088  -1.006421E+02  -4.215688E+03
       1.461251  -7.482604E+01  -3.134306E+03
       1.469415  -5.220451E+01  -2.186737E+03
       1.477578  -3.284726E+01  -1.375903E+03
       1.485742  -1.736445E+01  -7.273602E+02
       1.493905  -7.203570E+00  -3.017424E+02
       1.502068  -4.647221E+00  -1.946624E+02
       1.510232  -1.191410E+01  -4.990567E+02
       1.518395  -2.867767E+01  -1.201247E+03
       1.526559  -4.854298E+01  -2.033364E+03
       1.534722  -5.770912E+01  -2.417314E+03
       1.542885  -3.943317E+01  -1.651773E+03
       1.551049   1.782886E+01   7.468136E+02
       1.559212   1.160341E+02   4.860425E+03
       1.567376   2.501014E+02   1.047622E+04
       1.575539   4.130715E+02   1.730270E+04
       1.583703   5.988550E+02   2.508478E+04
       1.591866   8.012216E+02   3.356149E+04
       1.600029   1.009890E+03   4.230217E+04
       1.608193   1.204967E+03   5.047354E+04
       1.616356   1.352014E+03   5.663303E+04
       1.624520   1.402901E+03   5.876457E+04
       1.632683   1.309589E+03   5.485592E+04
       1.640846   1.050578E+03   4.400650E+04
       1.649010   6.506339E+02   2.725369E+04
       1.657173   1.699355E+02   7.118240E+03
       1.665337  -3.257009E+02  -1.364293E+04
       1.673500  -7.770104E+02  -3.254733E+04
       1.681664  -1.128373E+03  -4.726519E+04
       1.689827  -1.340706E+03  -5.615938E+04
       1.697990  -1.412099E+03  -5.914987E+04
       1.706154  -1.375973E+03  -5.763664E+04
       1.714317  -1.278880E+03  -5.356958E+04
       1.722481  -1.160643E+03  -4.861690E+04
       1.730644  -1.047053E+03  -4.385887E+04
       1.738807  -9.511688E+02  -3.984247E+04
       1.746971  -8.769796E+02  -3.673483E+04
       1.755134  -8.220744E+02  -3.443497E+04
       1.763298  -7.784892E+02  -3.260928E+04
       1.771461  -7.323526E+02  -3.067672E+04
       1.779625  -6.642965E+02  -2.782599E+04
       1.787788  -5.540803E+02  -2.320926E+04
       1.795951  -3.921120E+02  -1.642475E+04
       1.804115  -1.933929E+02  -8.100824E+03
       1.812278   4.669017E-01   1.955753E+01
       1.820442   1.408247E+02   5.898853E+03
       1.828605   1.999925E+02   8.377266E+03
       1.836768   1.839811E+02   7.706583E+03
       1.844932   1.229516E+02   5.150183E+03
       1.853095   5.088519E+01   2.131474E+03
       1.861259  -1.003342E+01  -4.202789E+02
       1.869422  -5.263663E+01  -2.204838E+03
       1.877585  -7.926894E+01  -3.320410E+03
       1.885749  -9.529042E+01  -3.991516E+03
       1.893912  -1.054458E+02  -4.416903E+03
       1.902076  -1.128355E+02  -4.726440E+03
       1.910239  -1.191445E+02  -4.990712E+03
       1.918403  -1.252297E+02  -5.245610E+03
       1.926566  -1.316148E+02  -5.513068E+03
       1.934729  -1.386895E+02  -5.809413E+03
       1.942893  -1.466561E+02  -6.143118E+03
       1.951056  -1.554435E+02  -6.511202E+03
       1.959220  -1.648258E+02  -6.904205E+03
       1.967383  -1.748878E+02  -7.325685E+03
       1.975546  -1.866849E+02  -7.819840E+03
       1.983710  -2.024913E+02  -8.481934E+03
       1.991873  -2.251171E+02  -9.429683E+03
       2.000037  -2.567541E+02  -1.075489E+04
       2.008200  -2.983390E+02  -1.249680E+04
       2.016364  -3.495695E+02  -1.464273E+04
       2.024527  -4.088314E+02  -1.712509E+04
       2.032690  -4.724290E+02  -1.978906E+04
       2.040854  -5.330798E+02  -2.232959E+04
       2.049017  -5.782346E+02  -2.422103E+04
       2.057181  -5.897513E+02  -2.470344E+04
       2.065344  -5.478735E+02  -2.294927E+04
       2.073507  -4.420759E+02  -1.851763E+04
       2.081671  -2.844575E+02  -1.191533E+04
       2.089834  -1.113300E+02  -4.663381E+03
       2.097998   3.575810E+01   1.497832E+03
       2.106161   1.342378E+02   5.622942E+03
       2.114325   1.869239E+02   7.829851E+03
       2.122488   2.093461E+02   8.769070E+03
       2.130651   2.144781E+02   8.984039E+03
       2.138815   2.071955E+02   8.678985E+03
       2.146978   1.879727E+02   7.873781E+03
       2.155142   1.579706E+02   6.617057E+03
       2.163305   1.203494E+02   5.041186E+03
       2.171468   7.885580E+01   3.303104E+03
       2.179632   3.651828E+01   1.529674E+03
       2.187795  -4.486399E+00  -1.879258E+02
       2.195959  -4.213120E+01  -1.764787E+03
       2.204122  -7.357031E+01  -3.081706E+03
       2.212286  -9.447660E+01  -3.957427E+03
       2.220449  -9.955007E+01  -4.169944E+03
       2.228612  -8.517284E+01  -3.567712E+03
       2.236776  -5.369903E+01  -2.249340E+03
       2.244939  -1.562720E+01  -6.545906E+02
       2.253103   1.445480E+01   6.054811E+02
       2.261266   2.580539E+01   1.080934E+03
       2.269429   1.583973E+01   6.634929E+02
       2.277593  -1.193632E+01  -4.999874E+02
       2.285756  -5.239447E+01  -2.194694E+03
       2.293920  -1.017387E+02  -4.261619E+03
       2.302083  -1.583388E+02  -6.632479E+03
       2.310246  -2.224480E+02  -9.317880E+03
       2.318410  -2.956421E+02  -1.238383E+04
       2.326573  -3.802489E+02  -1.592783E+04
       2.334737  -4.786110E+02  -2.004801E+04
       2.342900  -5.917135E+02  -2.478564E+04
       2.351064  -7.165078E+02  -3.001301E+04
       2.359227  -8.415645E+02  -3.525137E+04
       2.367390  -9.421239E+02  -3.946359E+04
       2.375554  -9.780733E+02  -4.096944E+04
       2.383717  -9.006714E+02  -3.772724E+04
       2.391881  -6.739580E+02  -2.823069E+04
       2.400044  -3.074425E+02  -1.287812E+04
       2.408207   1.265989E+02   5.302963E+03
       2.416371   5.231810E+02   2.191496E+04
       2.424534   8.058163E+02   3.375395E+04
       2.432698   9.595378E+02   4.019303E+04
       2.440861   1.012508E+03   4.241182E+04
       2.449025   1.000760E+03   4.191974E+04
       2.457188   9.507955E+02   3.982683E+04
       2.465351   8.806184E+02   3.688726E+04
       2.473515   8.041553E+02   3.368438E+04
       2.481678   7.321213E+02   3.066702E+04
       2.489842   6.712140E+02   2.811575E+04
       2.498005   6.238164E+02   2.613036E+04
       2.506168   5.881423E+02   2.463605E+04
       2.514332   5.581537E+02   2.337989E+04
       2.522495   5.233101E+02   2.192036E+04
       2.530659   4.694847E+02   1.966573E+04
       2.538822   3.833744E+02   1.605875E+04
       2.546986   2.612828E+02   1.094459E+04
       2.555149   1.171512E+02   4.907217E+03
       2.563312  -2.034458E+01  -8.521917E+02
       2.571476  -1.236249E+02  -5.178386E+03
       2.579639  -1.810530E+02  -7.583932E+03
       2.587803  -1.980229E+02  -8.294762E+03
       2.595966  -1.880045E+02  -7.875115E+03
       2.604129  -1.640461E+02  -6.871546E+03
       2.612293  -1.351888E+02  -5.662776E+03
       2.620456  -1.064563E+02  -4.459231E+03
       2.628620  -8.007900E+01  -3.354341E+03
       2.636783  -5.668691E+01  -2.374496E+03
       2.644947  -3.612278E+01  -1.513107E+03
       2.653110  -1.791762E+01  -7.505316E+02
       2.661273  -1.552580E+00  -6.503433E+01
       2.669437   1.339223E+01   5.609726E+02
       2.677600   2.715068E+01   1.137285E+03
       2.685764   3.975582E+01   1.665288E+03
       2.693927   5.116924E+01   2.143372E+03
       2.702090   6.161244E+01   2.580816E+03
       2.710254   7.195789E+01   3.014165E+03
       2.718417   8.378595E+01   3.509618E+03
       2.726581   9.890769E+01   4.143035E+03
       2.734744   1.187742E+02   4.975202E+03
       2.742907   1.443063E+02   6.044688E+03
       2.751071   1.760955E+02   7.376271E+03
       2.759234   2.145537E+02   8.987206E+03
       2.767398   2.597064E+02   1.087856E+04
       2.775561   3.104824E+02   1.300545E+04
       2.783725   3.633599E+02   1.522038E+04
       2.791888   4.102800E+02   1.718577E+04
       2.800051   4.362492E+02   1.827356E+04
       2.808215   4.185337E+02   1.753150E+04
       2.816378   3.315793E+02   1.388916E+04
       2.824542   1.615478E+02   6.766899E+03
       2.832705  -7.452615E+01  -3.121744E+03
       2.840868  -3.242000E+02  -1.358006E+04
       2.849032  -5.239462E+02  -2.194701E+04
       2.857195  -6.339138E+02  -2.655332E+04
       2.865359  -6.507365E+02  -2.725799E+04
       2.873522  -5.950919E+02  -2.492715E+04
       2.881686  -4.953133E+02  -2.074764E+04
       2.889849  -3.801215E+02  -1.592249E+04
       2.898012  -2.765891E+02  -1.158574E+04
       2.906176  -2.056012E+02  -8.612205E+03
       2.914339  -1.749673E+02  -7.329015E+03
       2.922503  -1.769210E+02  -7.410848E+03
       2.930666  -1.939294E+02  -8.123297E+03
       2.938829  -2.092774E+02  -8.766191E+03
       2.946993  -2.149028E+02  -9.001828E+03
       2.955156  -2.118322E+02  -8.873208E+03
       2.963320  -2.053682E+02  -8.602443E+03
       2.971483  -2.004806E+02  -8.397710E+03
       2.979647  -2.000937E+02  -8.381506E+03
       2.987810  -2.053522E+02  -8.601773E+03
       2.995973  -2.161995E+02  -9.056145E+03
       3.004137  -2.314555E+02  -9.695187E+03
       3.012300  -2.482357E+02  -1.039807E+04
       3.020464  -2.608102E+02  -1.092479E+04
       3.028627  -2.593673E+02  -1.086435E+04
       3.036790  -2.300646E+02  -9.636921E+03
       3.044954  -1.589080E+02  -6.656321E+03
       3.053117  -4.110876E+01  -1.721960E+03
       3.061281   1.084648E+02   4.543362E+03
       3.069444   2.551002E+02   1.068561E+04
       3.077608   3.597429E+02   1.506888E+04
       3.085771   3.983823E+02   1.668740E+04
       3.093934   3.706629E+02   1.552629E+04
       3.102098   2.968594E+02   1.243482E+04
       3.110261   2.081402E+02   8.718558E+03
       3.118425   1.331425E+02   5.577059E+03
       3.126588   8.737241E+01   3.659847E+03
       3.134751   7.197224E+01   3.014766E+03
       3.142915   7.958720E+01   3.333741E+03
       3.151078   1.002805E+02   4.200541E+03
       3.159242   1.239510E+02   5.192049E+03
       3.167405   1.401148E+02   5.869114E+03
       3.175568   1.376436E+02   5.765600E+03
       3.183732   1.071518E+02   4.488362E+03
       3.191895   4.694849E+01   1.966574E+03
       3.200059  -3.155299E+01  -1.321689E+03
       3.208222  -1.068475E+02  -4.475616E+03
       3.216386  -1.595287E+02  -6.682321E+03
       3.224549  -1.824025E+02  -7.640456E+03
       3.232712  -1.799390E+02  -7.537268E+03
       3.240876  -1.613348E+02  -6.757978E+03
       3.249039  -1.348809E+02  -5.649878E+03
       3.257203  -1.060107E+02  -4.440566E+03
       3.265366  -7.763170E+01  -3.251829E+03
       3.273529  -5.114341E+01  -2.142290E+03
       3.281693  -2.742401E+01  -1.148734E+03
       3.289856  -7.634046E+00  -3.197742E+02
       3.298020   6.217650E+00   2.604443E+02
       3.306183   1.125163E+01   4.713073E+02
       3.314347   4.928833E+00   2.064585E+02
       3.322510  -1.206103E+01  -5.052111E+02
       3.330673  -3.286002E+01  -1.376437E+03
       3.338837  -4.579525E+01  -1.918267E+03
       3.347000  -4.191813E+01  -1.755862E+03
       3.355164  -2.211038E+01  -9.261572E+02
       3.363327   4.463626E+00   1.869719E+02
       3.371490   2.813362E+01   1.178459E+03
       3.379654   4.385866E+01   1.837147E+03
       3.387817   5.073686E+01   2.125261E+03
       3.395981   4.933954E+01   2.066730E+03
       3.404144   4.022767E+01   1.685053E+03
       3.412308   2.433740E+01   1.019443E+03
       3.420471   4.031613E+00   1.688758E+02
       3.428634  -1.697252E+01  -7.109432E+02
       3.436798  -3.527228E+01  -1.477482E+03
       3.444961  -4.941467E+01  -2.069877E+03
       3.453125  -5.998481E+01  -2.512638E+03
       3.461288  -6.856838E+01  -2.872186E+03
       3.469451  -7.676580E+01  -3.215558E+03
       3.477615  -8.574283E+01  -3.591587E+03
       3.485778  -9.616829E+01  -4.028288E+03
       3.493942  -1.083098E+02  -4.536871E+03
       3.502105  -1.222107E+02  -5.119150E+03
       3.510269  -1.379533E+02  -5.778575E+03
       3.518432  -1.558703E+02  -6.529079E+03
       3.526595  -1.762781E+02  -7.383921E+03
       3.534759  -1.983631E+02  -8.309014E+03
       3.542922  -2.185322E+02  -9.153856E+03
       3.551086  -2.292596E+02  -9.603204E+03
       3.559249  -2.197826E+02  -9.206232E+03
       3.567412  -1.801277E+02  -7.545170E+03
       3.575576  -1.084924E+02  -4.544517E+03
       3.583739  -1.720120E+01  -7.205223E+02
       3.591903   7.065175E+01   2.959454E+03
       3.600066   1.339803E+02   5.612155E+03
       3.608229   1.643922E+02   6.886043E+03
       3.616393   1.661235E+02   6.958567E+03
       3.624556   1.490767E+02   6.244510E+03
       3.632720   1.226403E+02   5.137143E+03
       3.640883   9.305383E+01   3.897830E+03
       3.649047   6.319226E+01   2.646991E+03
       3.657210   3.360957E+01   1.407834E+03
       3.665373   4.939502E+00   2.069054E+02
       3.673537  -1.863978E+01  -7.807812E+02
       3.681700  -2.756432E+01  -1.154611E+03
       3.689864  -9.976752E+00  -4.179052E+02
       3.698027   4.047675E+01   1.695486E+03
       3.706190   1.168812E+02   4.895909E+03
       3.714354   1.980728E+02   8.296855E+03
       3.722517   2.574982E+02   1.078606E+04
       3.730681   2.759551E+02   1.155918E+04
       3.738844   2.493001E+02   1.044266E+04
       3.747008   1.887250E+02   7.905296E+03
       3.755171   1.150297E+02   4.818351E+03
       3.763334   4.867557E+01   2.038917E+03
       3.771498   1.191828E+00   4.992319E+01
       3.779661  -2.627383E+01  -1.100556E+03
       3.787825  -3.856347E+01  -1.615343E+03
       3.795988  -4.166056E+01  -1.745073E+03
       3.804151  -4.022718E+01  -1.685032E+03
       3.812315  -3.716822E+01  -1.556899E+03
       3.820478  -3.404099E+01  -1.425905E+03
       3.828642  -3.157673E+01  -1.322683E+03
       3.836805  -3.006765E+01  -1.259471E+03
       3.844969  -2.960232E+01  -1.239979E+03
       3.853132  -3.019465E+01  -1.264791E+03
       3.861295  -3.185002E+01  -1.334131E+03
       3.869459  -3.459807E+01  -1.449240E+03
       3.877622  -3.850889E+01  -1.613057E+03
       3.885786  -4.370106E+01  -1.830546E+03
       3.893949  -5.034441E+01  -2.108822E+03
       3.902112  -5.865643E+01  -2.456995E+03
       3.910276  -6.888642E+01  -2.885507E+03
       3.918439  -8.127570E+01  -3.404468E+03
       3.926603  -9.597605E+01  -4.020235E+03
       3.934766  -1.129074E+02  -4.729454E+03
       3.942930  -1.315596E+02  -5.510757E+03
       3.951093  -1.508243E+02  -6.317713E+03
       3.959256  -1.690836E+02  -7.082558E+03
       3.967420  -1.848216E+02  -7.741791E+03
       3.975583  -1.975501E+02  -8.274959E+03
       3.983747  -2.078932E+02  -8.708210E+03
       3.991910  -2.156853E+02  -9.034606E+03
       4.000073  -2.169121E+02  -9.085994E+03
       4.008237  -2.020049E+02  -8.461563E+03
       4.016400  -1.578007E+02  -6.609939E+03
       4.024564  -7.479584E+01  -3.133041E+03
       4.032727   4.218000E+01   1.766832E+03
       4.040890   1.694280E+02   7.096984E+03
       4.049054   2.753232E+02   1.153271E+04
       4.057217   3.395601E+02   1.422346E+04
       4.065381   3.625708E+02   1.518733E+04
       4.073544   3.597470E+02   1.506905E+04
       4.081708   3.499929E+02   1.466047E+04
       4.089871   3.467118E+02   1.452303E+04
       4.098034   3.526006E+02   1.476970E+04
       4.106198   3.586821E+02   1.502444E+04
       4.114361   3.491145E+02   1.462368E+04
       4.122525   3.106004E+02   1.301040E+04
       4.130688   2.416106E+02   1.012056E+04
       4.138851   1.558129E+02   6.526674E+03
       4.147015   7.542728E+01   3.159491E+03
       4.155178   1.775436E+01   7.436929E+02
       4.163342  -1.313245E+01  -5.500906E+02
       4.171505  -2.347106E+01  -9.831535E+02
       4.179669  -2.229223E+01  -9.337747E+02
       4.187832  -1.668576E+01  -6.989315E+02
       4.195995  -1.071133E+01  -4.486751E+02
       4.204159  -5.968859E+00  -2.500230E+02
       4.212322  -2.577175E+00  -1.079525E+02
       4.220486  -1.019751E-01  -4.271524E+00
       4.228649   1.860216E+00   7.792053E+01
       4.236812   3.516048E+00   1.472799E+02
       4.244976   4.937474E+00   2.068204E+02
       4.253139   6.150546E+00   2.576335E+02
       4.261303   7.179970E+00   3.007539E+02
       4.269466   8.059030E+00   3.375759E+02
       4.277630   8.826483E+00   3.697229E+02
       4.285793   9.521962E+00   3.988550E+02
       4.293956   1.018324E+01   4.265544E+02
       4.302120   1.084537E+01   4.542898E+02
       4.310283   1.154110E+01   4.834323E+02
       4.318447   1.230185E+01   5.152988E+02
       4.326610   1.315916E+01   5.512095E+02
       4.334773   1.414623E+01   5.925559E+02
       4.342937   1.529993E+01   6.408821E+02
       4.351100   1.666321E+01   6.979870E+02
       4.359264   1.828845E+01   7.660648E+02
       4.367427   2.024246E+01   8.479143E+02
       4.375591   2.261440E+01   9.472697E+02
       4.383754   2.552864E+01   1.069341E+03
       4.391917   2.916596E+01   1.221701E+03
       4.400081   3.379666E+01   1.415671E+03
       4.408244   3.982644E+01   1.668246E+03
       4.416408   4.784173E+01   2.003990E+03
       4.424571   5.860371E+01   2.454787E+03
       4.432734   7.288146E+01   3.052852E+03
       4.440898   9.099585E+01   3.811625E+03
       4.449061   1.121050E+02   4.695842E+03
       4.457225   1.335752E+02   5.595187E+03
       4.465388   1.508250E+02   6.317742E+03
       4.473551   1.576757E+02   6.604704E+03
       4.481715   1.474191E+02   6.175077E+03
       4.489878   1.155596E+02   4.840547E+03
       4.498042   6.416158E+01   2.687594E+03
       4.506205   4.091341E+00   1.713777E+02
       4.514369  -4.932426E+01  -2.066090E+03
       4.522532  -8.483537E+01  -3.553575E+03
       4.530695  -9.997135E+01  -4.187590E+03
       4.538859  -9.893488E+01  -4.144175E+03
       4.547022  -8.791940E+01  -3.682759E+03
       4.555186  -7.201934E+01  -3.016739E+03
       4.563349  -5.438678E+01  -2.278148E+03
       4.571512  -3.657909E+01  -1.532221E+03
       4.579676  -1.919917E+01  -8.042131E+02
       4.587839  -2.480808E+00  -1.039159E+02
       4.596003   1.319652E+01   5.527744E+02
       4.604166   2.676457E+01   1.121112E+03
       4.612330   3.582431E+01   1.500605E+03
       4.620493   3.602992E+01   1.509218E+03
       4.628656   2.108210E+01   8.830848E+02
       4.636820  -1.552613E+01  -6.503572E+02
       4.644983  -7.623260E+01  -3.193224E+03
       4.653147  -1.545097E+02  -6.472086E+03
       4.661310  -2.343309E+02  -9.815630E+03
       4.669473  -2.962258E+02  -1.240828E+04
       4.677637  -3.249022E+02  -1.360947E+04
       4.685800  -3.133244E+02  -1.312450E+04
       4.693964  -2.643497E+02  -1.107306E+04
       4.702127  -1.911724E+02  -8.007812E+03
       4.710291  -1.136805E+02  -4.761837E+03
       4.718454  -5.000074E+01  -2.094426E+03
       4.726617  -8.955274E+00  -3.751176E+02
       4.734781   1.083967E+01   4.540509E+02
       4.742944   1.608409E+01   6.737289E+02
       4.751108   1.330052E+01   5.571309E+02
       4.759271   6.467667E+00   2.709170E+02
       4.767434  -2.139843E+00  -8.963355E+01
       4.775598  -9.791943E+00  -4.101639E+02
       4.783761  -1.159521E+01  -4.856990E+02
       4.791925  -1.804711E-01  -7.559556E+00
       4.800088   3.292430E+01   1.379130E+03
       4.808252   9.396504E+01   3.935998E+03
       4.816415   1.819142E+02   7.620002E+03
       4.824578   2.850214E+02   1.193895E+04
       4.832742   3.841513E+02   1.609129E+04
       4.840905   4.616298E+02   1.933670E+04
       4.849069   5.065186E+02   2.121700E+04
       4.857232   5.119887E+02   2.144613E+04
