 #calculated the component:  1  2  3
 #tolerance:    2.000000E-03
 #broadening:    2.000000E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    1.089015E+02eV    4.002056E+00Ha
 # Energy      Tot-Re Chi(-w,w,0)  Tot-Re Chi(-w,w,0)
 # eV          *10^-7 esu        *10^-12 m/V SI units 
 # 
       1.355127  -3.819866E+02  -1.600062E+04
       1.363290  -3.410733E+02  -1.428685E+04
       1.371454  -3.014278E+02  -1.262618E+04
       1.379617  -2.587187E+02  -1.083718E+04
       1.387781  -2.068457E+02  -8.664334E+03
       1.395944  -1.462030E+02  -6.124137E+03
       1.404107  -8.411297E+01  -3.523316E+03
       1.412271  -2.908063E+01  -1.218126E+03
       1.420434   1.399434E+01   5.861934E+02
       1.428598   4.446393E+01   1.862501E+03
       1.436761   6.420268E+01   2.689316E+03
       1.444924   7.581766E+01   3.175843E+03
       1.453088   8.163410E+01   3.419481E+03
       1.461251   8.333410E+01   3.490691E+03
       1.469415   8.194074E+01   3.432326E+03
       1.477578   7.796386E+01   3.265742E+03
       1.485742   7.168657E+01   3.002800E+03
       1.493905   6.370746E+01   2.668572E+03
       1.502068   5.590384E+01   2.341694E+03
       1.510232   5.273510E+01   2.208963E+03
       1.518395   6.195131E+01   2.595010E+03
       1.526559   9.270649E+01   3.883281E+03
       1.534722   1.500273E+02   6.284329E+03
       1.542885   2.290885E+02   9.596038E+03
       1.551049   3.154554E+02   1.321377E+04
       1.559212   3.917332E+02   1.640888E+04
       1.567376   4.438985E+02   1.859398E+04
       1.575539   4.623773E+02   1.936802E+04
       1.583703   4.391075E+02   1.839329E+04
       1.591866   3.640523E+02   1.524939E+04
       1.600029   2.235558E+02   9.364284E+03
       1.608193   2.179284E+00   9.128565E+01
       1.616356  -3.101346E+02  -1.299089E+04
       1.624520  -7.049564E+02  -2.952914E+04
       1.632683  -1.141897E+03  -4.783166E+04
       1.640846  -1.549560E+03  -6.490782E+04
       1.649010  -1.851720E+03  -7.756466E+04
       1.657173  -2.000717E+03  -8.380584E+04
       1.665337  -1.984586E+03  -8.313014E+04
       1.673500  -1.812879E+03  -7.593771E+04
       1.681664  -1.515397E+03  -6.347680E+04
       1.689827  -1.149037E+03  -4.813073E+04
       1.697990  -7.829700E+02  -3.279697E+04
       1.706154  -4.697601E+02  -1.967727E+04
       1.714317  -2.311266E+02  -9.681408E+03
       1.722481  -6.372911E+01  -2.669479E+03
       1.730644   4.824630E+01   2.020936E+03
       1.738807   1.237412E+02   5.183258E+03
       1.746971   1.805305E+02   7.562042E+03
       1.755134   2.340392E+02   9.803413E+03
       1.763298   2.969247E+02   1.243755E+04
       1.771461   3.775004E+02   1.581270E+04
       1.779625   4.757326E+02   1.992744E+04
       1.787788   5.775593E+02   2.419275E+04
       1.795951   6.527340E+02   2.734166E+04
       1.804115   6.646119E+02   2.783920E+04
       1.812278   5.925237E+02   2.481957E+04
       1.820442   4.498867E+02   1.884481E+04
       1.828605   2.790911E+02   1.169054E+04
       1.836768   1.270437E+02   5.321593E+03
       1.844932   2.216097E+01   9.282766E+02
       1.853095  -3.266689E+01  -1.368348E+03
       1.861259  -5.149713E+01  -2.157107E+03
       1.869422  -5.183236E+01  -2.171149E+03
       1.877585  -4.627954E+01  -1.938553E+03
       1.885749  -4.115373E+01  -1.723843E+03
       1.893912  -3.846897E+01  -1.611384E+03
       1.902076  -3.819675E+01  -1.599982E+03
       1.910239  -3.972350E+01  -1.663934E+03
       1.918403  -4.250856E+01  -1.780595E+03
       1.926566  -4.618748E+01  -1.934697E+03
       1.934729  -5.043561E+01  -2.112642E+03
       1.942893  -5.490050E+01  -2.299667E+03
       1.951056  -5.934675E+01  -2.485911E+03
       1.959220  -6.394885E+01  -2.678683E+03
       1.967383  -6.947465E+01  -2.910147E+03
       1.975546  -7.696595E+01  -3.223942E+03
       1.983710  -8.678956E+01  -3.635432E+03
       1.991873  -9.770173E+01  -4.092520E+03
       2.000037  -1.067858E+02  -4.473033E+03
       2.008200  -1.101097E+02  -4.612263E+03
       2.016364  -1.031898E+02  -4.322405E+03
       2.024527  -8.089839E+01  -3.388664E+03
       2.032690  -3.729352E+01  -1.562147E+03
       2.040854   3.381284E+01   1.416349E+03
       2.049017   1.366678E+02   5.724728E+03
       2.057181   2.690632E+02   1.127049E+04
       2.065344   4.162586E+02   1.743620E+04
       2.073507   5.482316E+02   2.296427E+04
       2.081671   6.285555E+02   2.632887E+04
       2.089834   6.353192E+02   2.661219E+04
       2.097998   5.766042E+02   2.415274E+04
       2.106161   4.828749E+02   2.022662E+04
       2.114325   3.843879E+02   1.610120E+04
       2.122488   2.961087E+02   1.240337E+04
       2.130651   2.190598E+02   9.175955E+03
       2.138815   1.501175E+02   6.288106E+03
       2.146978   8.888020E+01   3.723005E+03
       2.155142   3.767650E+01   1.578190E+03
       2.163305  -1.345115E+00  -5.634404E+01
       2.171468  -2.768568E+01  -1.159695E+03
       2.179632  -4.201250E+01  -1.759816E+03
       2.187795  -4.512738E+01  -1.890291E+03
       2.195959  -3.739206E+01  -1.566275E+03
       2.204122  -1.896094E+01  -7.942338E+02
       2.212286   9.050501E+00   3.791065E+02
       2.220449   4.261699E+01   1.785136E+03
       2.228612   7.325369E+01   3.068444E+03
       2.236776   8.938788E+01   3.744271E+03
       2.244939   8.204659E+01   3.436759E+03
       2.253103   5.103838E+01   2.137891E+03
       2.261266   5.085544E+00   2.130228E+02
       2.269429  -4.431045E+01  -1.856072E+03
       2.277593  -8.879572E+01  -3.719466E+03
       2.285756  -1.247509E+02  -5.225552E+03
       2.293920  -1.517724E+02  -6.357427E+03
       2.302083  -1.706039E+02  -7.146237E+03
       2.310246  -1.816746E+02  -7.609969E+03
       2.318410  -1.842190E+02  -7.716549E+03
       2.326573  -1.755970E+02  -7.355392E+03
       2.334737  -1.505041E+02  -6.304299E+03
       2.342900  -1.000104E+02  -4.189225E+03
       2.351064  -1.090922E+01  -4.569642E+02
       2.359227   1.332156E+02   5.580123E+03
       2.367390   3.469976E+02   1.453500E+04
       2.375554   6.328066E+02   2.650694E+04
       2.383717   9.662655E+02   4.047483E+04
       2.391881   1.285874E+03   5.386258E+04
       2.400044   1.503960E+03   6.299772E+04
       2.408207   1.549911E+03   6.492252E+04
       2.416371   1.418303E+03   5.940973E+04
       2.424534   1.170747E+03   4.904012E+04
       2.432698   8.879859E+02   3.719587E+04
       2.440861   6.247521E+02   2.616955E+04
       2.449025   4.021045E+02   1.684331E+04
       2.457188   2.230477E+02   9.342999E+03
       2.465351   8.529078E+01   3.572652E+03
       2.473515  -1.580826E+01  -6.621750E+02
       2.481678  -8.765978E+01  -3.671884E+03
       2.489842  -1.398008E+02  -5.855961E+03
       2.498005  -1.824955E+02  -7.644353E+03
       2.506168  -2.255805E+02  -9.449095E+03
       2.514332  -2.774050E+02  -1.161991E+04
       2.522495  -3.429601E+02  -1.436588E+04
       2.530659  -4.205302E+02  -1.761513E+04
       2.538822  -4.979758E+02  -2.085916E+04
       2.546986  -5.529883E+02  -2.316352E+04
       2.555149  -5.623517E+02  -2.355573E+04
       2.563312  -5.171381E+02  -2.166183E+04
       2.571476  -4.299562E+02  -1.800997E+04
       2.579639  -3.260167E+02  -1.365616E+04
       2.587803  -2.279187E+02  -9.547035E+03
       2.595966  -1.476795E+02  -6.185985E+03
       2.604129  -8.776914E+01  -3.676465E+03
       2.612293  -4.551918E+01  -1.906703E+03
       2.620456  -1.671112E+01  -6.999940E+02
       2.628620   2.593419E+00   1.086329E+02
       2.636783   1.544842E+01   6.471019E+02
       2.644947   2.399768E+01   1.005213E+03
       2.653110   2.964075E+01   1.241589E+03
       2.661273   3.322489E+01   1.391721E+03
       2.669437   3.522113E+01   1.475339E+03
       2.677600   3.590064E+01   1.503802E+03
       2.685764   3.554215E+01   1.488786E+03
       2.693927   3.465394E+01   1.451581E+03
       2.702090   3.406887E+01   1.427074E+03
       2.710254   3.469075E+01   1.453123E+03
       2.718417   3.690920E+01   1.546049E+03
       2.726581   4.015793E+01   1.682131E+03
       2.734744   4.302794E+01   1.802350E+03
       2.742907   4.367638E+01   1.829512E+03
       2.751071   3.999288E+01   1.675218E+03
       2.759234   2.936090E+01   1.229866E+03
       2.767398   8.191515E+00   3.431254E+02
       2.775561  -2.853127E+01  -1.195115E+03
       2.783725  -8.738936E+01  -3.660557E+03
       2.791888  -1.757483E+02  -7.361726E+03
       2.800051  -2.989501E+02  -1.252239E+04
       2.808215  -4.542712E+02  -1.902847E+04
       2.816378  -6.223861E+02  -2.607045E+04
       2.824542  -7.627675E+02  -3.195073E+04
       2.832705  -8.246059E+02  -3.454101E+04
       2.840868  -7.755296E+02  -3.248531E+04
       2.849032  -6.256761E+02  -2.620826E+04
       2.857195  -4.209522E+02  -1.763280E+04
       2.865359  -2.137688E+02  -8.954325E+03
       2.873522  -4.137050E+01  -1.732923E+03
       2.881686   7.707764E+01   3.228621E+03
       2.889849   1.356960E+02   5.684022E+03
       2.898012   1.401021E+02   5.868582E+03
       2.906176   1.076825E+02   4.510593E+03
       2.914339   6.338677E+01   2.655139E+03
       2.922503   2.986210E+01   1.250861E+03
       2.930666   1.815272E+01   7.603794E+02
       2.938829   2.566591E+01   1.075091E+03
       2.946993   4.217122E+01   1.766464E+03
       2.955156   5.818338E+01   2.437180E+03
       2.963320   6.941035E+01   2.907454E+03
       2.971483   7.619712E+01   3.191738E+03
       2.979647   8.112340E+01   3.398089E+03
       2.987810   8.738572E+01   3.660404E+03
       2.995973   9.837683E+01   4.120799E+03
       3.004137   1.178476E+02   4.936390E+03
       3.012300   1.500145E+02   6.283793E+03
       3.020464   1.990299E+02   8.336944E+03
       3.028627   2.671031E+02   1.118839E+04
       3.036790   3.506979E+02   1.469000E+04
       3.044954   4.357439E+02   1.825240E+04
       3.053117   4.962912E+02   2.078860E+04
       3.061281   5.029513E+02   2.106758E+04
       3.069444   4.401912E+02   1.843868E+04
       3.077608   3.186284E+02   1.334667E+04
       3.085771   1.704829E+02   7.141171E+03
       3.093934   3.400496E+01   1.424397E+03
       3.102098  -6.121007E+01  -2.563962E+03
       3.110261  -1.036234E+02  -4.340567E+03
       3.118425  -1.014009E+02  -4.247470E+03
       3.126588  -7.453546E+01  -3.122134E+03
       3.134751  -4.335389E+01  -1.816003E+03
       3.142915  -2.186497E+01  -9.158777E+02
       3.151078  -1.749391E+01  -7.327831E+02
       3.159242  -3.331058E+01  -1.395310E+03
       3.167405  -6.916260E+01  -2.897076E+03
       3.175568  -1.204739E+02  -5.046401E+03
       3.183732  -1.758783E+02  -7.367173E+03
       3.191895  -2.174906E+02  -9.110226E+03
       3.200059  -2.278962E+02  -9.546092E+03
       3.208222  -2.011730E+02  -8.426714E+03
       3.216386  -1.471316E+02  -6.163035E+03
       3.224549  -8.361223E+01  -3.502341E+03
       3.232712  -2.553496E+01  -1.069606E+03
       3.240876   1.981551E+01   8.300300E+02
       3.249039   5.130989E+01   2.149264E+03
       3.257203   7.074315E+01   2.963282E+03
       3.265366   8.049175E+01   3.371631E+03
       3.273529   8.241462E+01   3.452176E+03
       3.281693   7.757829E+01   3.249592E+03
       3.289856   6.648267E+01   2.784819E+03
       3.298020   4.973740E+01   2.083395E+03
       3.306183   2.924773E+01   1.225126E+03
       3.314347   9.577888E+00   4.011977E+02
       3.322510  -1.947826E+00  -8.159033E+01
       3.330673   1.453823E+00   6.089761E+01
       3.338837   1.990567E+01   8.338068E+02
       3.347000   4.409520E+01   1.847055E+03
       3.355164   6.107822E+01   2.558439E+03
       3.363327   6.342205E+01   2.656617E+03
       3.371490   5.207615E+01   2.181361E+03
       3.379654   3.225975E+01   1.351293E+03
       3.387817   8.816723E+00   3.693140E+02
       3.395981  -1.516073E+01  -6.350511E+02
       3.404144  -3.735326E+01  -1.564650E+03
       3.412308  -5.518047E+01  -2.311394E+03
       3.420471  -6.618466E+01  -2.772337E+03
       3.428634  -6.954220E+01  -2.912977E+03
       3.436798  -6.685818E+01  -2.800549E+03
       3.444961  -6.113434E+01  -2.560789E+03
       3.453125  -5.502413E+01  -2.304845E+03
       3.461288  -4.991184E+01  -2.090702E+03
       3.469451  -4.600162E+01  -1.926912E+03
       3.477615  -4.278935E+01  -1.792356E+03
       3.485778  -3.946983E+01  -1.653309E+03
       3.493942  -3.519331E+01  -1.474174E+03
       3.502105  -2.920700E+01  -1.223420E+03
       3.510269  -2.082691E+01  -8.723954E+02
       3.518432  -9.074636E+00  -3.801175E+02
       3.526595   8.002504E+00   3.352081E+02
       3.534759   3.376071E+01   1.414165E+03
       3.542922   7.226822E+01   3.027164E+03
       3.551086   1.260458E+02   5.279794E+03
       3.559249   1.925400E+02   8.065098E+03
       3.567412   2.608478E+02   1.092637E+04
       3.575576   3.123342E+02   1.308303E+04
       3.583739   3.286547E+02   1.376666E+04
       3.591903   3.035921E+02   1.271684E+04
       3.600066   2.475583E+02   1.036970E+04
       3.608229   1.798311E+02   7.532747E+03
       3.616393   1.171404E+02   4.906766E+03
       3.624556   6.822333E+01   2.857732E+03
       3.632720   3.485482E+01   1.459995E+03
       3.640883   1.513699E+01   6.340567E+02
       3.649047   6.410413E+00   2.685187E+02
       3.657210   7.483458E+00   3.134663E+02
       3.665373   1.999758E+01   8.376565E+02
       3.673537   4.741049E+01   1.985926E+03
       3.681700   9.050806E+01   3.791193E+03
       3.689864   1.418788E+02   5.943006E+03
       3.698027   1.843699E+02   7.722868E+03
       3.706190   1.969015E+02   8.247791E+03
       3.714354   1.658752E+02   6.948164E+03
       3.722517   9.423146E+01   3.947158E+03
       3.730681   7.171947E-01   3.004178E+01
       3.738844  -8.894912E+01  -3.725892E+03
       3.747008  -1.525360E+02  -6.389415E+03
       3.755171  -1.795626E+02  -7.521499E+03
       3.763334  -1.739495E+02  -7.286378E+03
       3.771498  -1.487822E+02  -6.232172E+03
       3.779661  -1.175966E+02  -4.925873E+03
       3.787825  -8.905907E+01  -3.730497E+03
       3.795988  -6.663345E+01  -2.791135E+03
       3.804151  -5.056018E+01  -2.117860E+03
       3.812315  -3.975052E+01  -1.665066E+03
       3.820478  -3.286885E+01  -1.376807E+03
       3.828642  -2.876868E+01  -1.205060E+03
       3.836805  -2.659191E+01  -1.113879E+03
       3.844969  -2.573691E+01  -1.078065E+03
       3.853132  -2.579334E+01  -1.080429E+03
       3.861295  -2.647985E+01  -1.109185E+03
       3.869459  -2.759356E+01  -1.155836E+03
       3.877622  -2.896983E+01  -1.213485E+03
       3.885786  -3.044767E+01  -1.275389E+03
       3.893949  -3.183566E+01  -1.333529E+03
       3.902112  -3.287347E+01  -1.377001E+03
       3.910276  -3.318522E+01  -1.390059E+03
       3.918439  -3.222446E+01  -1.349815E+03
       3.926603  -2.922050E+01  -1.223986E+03
       3.934766  -2.315801E+01  -9.700405E+02
       3.942930  -1.285644E+01  -5.385292E+02
       3.951093   2.761370E+00   1.156680E+02
       3.959256   2.420877E+01   1.014055E+03
       3.967420   5.110203E+01   2.140557E+03
       3.975583   8.264938E+01   3.462009E+03
       3.983747   1.192331E+02   4.994423E+03
       3.991910   1.637507E+02   6.859173E+03
       4.000073   2.205875E+02   9.239947E+03
       4.008237   2.916859E+02   1.221811E+04
       4.016400   3.711158E+02   1.554526E+04
       4.024564   4.414180E+02   1.849007E+04
       4.032727   4.776290E+02   2.000688E+04
       4.040890   4.616411E+02   1.933718E+04
       4.049054   3.965430E+02   1.661035E+04
       4.057217   3.054306E+02   1.279385E+04
       4.065381   2.156907E+02   9.034832E+03
       4.073544   1.444959E+02   6.052630E+03
       4.081708   9.439603E+01   3.954052E+03
       4.089871   5.628239E+01   2.357551E+03
       4.098034   1.567104E+01   6.564271E+02
       4.106198  -3.907115E+01  -1.636608E+03
       4.114361  -1.090852E+02  -4.569349E+03
       4.122525  -1.824691E+02  -7.643248E+03
       4.130688  -2.392221E+02  -1.002051E+04
       4.138851  -2.622648E+02  -1.098572E+04
       4.147015  -2.484310E+02  -1.040626E+04
       4.155178  -2.098506E+02  -8.790202E+03
       4.163342  -1.641116E+02  -6.874292E+03
       4.171505  -1.238394E+02  -5.187373E+03
       4.179669  -9.383524E+01  -3.930561E+03
       4.187832  -7.361911E+01  -3.083750E+03
       4.195995  -6.058007E+01  -2.537572E+03
       4.204159  -5.193935E+01  -2.175631E+03
       4.212322  -4.567024E+01  -1.913030E+03
       4.220486  -4.067718E+01  -1.703882E+03
       4.228649  -3.651091E+01  -1.529366E+03
       4.236812  -3.299836E+01  -1.382232E+03
       4.244976  -3.002781E+01  -1.257802E+03
       4.253139  -2.748782E+01  -1.151407E+03
       4.261303  -2.527075E+01  -1.058539E+03
       4.269466  -2.328428E+01  -9.753295E+02
       4.277630  -2.145574E+01  -8.987359E+02
       4.285793  -1.973039E+01  -8.264648E+02
       4.293956  -1.806752E+01  -7.568104E+02
       4.302120  -1.643638E+01  -6.884855E+02
       4.310283  -1.481295E+01  -6.204835E+02
       4.318447  -1.317743E+01  -5.519748E+02
       4.326610  -1.151241E+01  -4.822306E+02
       4.334773  -9.801549E+00  -4.105663E+02
       4.342937  -8.028472E+00  -3.362959E+02
       4.351100  -6.175771E+00  -2.586901E+02
       4.359264  -4.224025E+00  -1.769356E+02
       4.367427  -2.150805E+00  -9.009271E+01
       4.375591   7.003989E-02   2.933824E+00
       4.383754   2.467689E+00   1.033663E+02
       4.391917   5.069123E+00   2.123349E+02
       4.400081   7.881650E+00   3.301458E+02
       4.408244   1.084669E+01   4.543450E+02
       4.416408   1.373606E+01   5.753745E+02
       4.424571   1.595820E+01   6.684555E+02
       4.432734   1.628352E+01   6.820823E+02
       4.440898   1.262938E+01   5.290182E+02
       4.449061   2.201326E+00   9.220891E+01
       4.457225  -1.780071E+01  -7.456344E+02
       4.465388  -4.909224E+01  -2.056371E+03
       4.473551  -9.108299E+01  -3.815275E+03
       4.481715  -1.394200E+02  -5.840011E+03
       4.489878  -1.848534E+02  -7.743120E+03
       4.498042  -2.148359E+02  -8.999026E+03
       4.506205  -2.195787E+02  -9.197690E+03
       4.514369  -1.986902E+02  -8.322714E+03
       4.522532  -1.613761E+02  -6.759708E+03
       4.530695  -1.198997E+02  -5.022347E+03
       4.538859  -8.321423E+01  -3.485670E+03
       4.547022  -5.518619E+01  -2.311634E+03
       4.555186  -3.609633E+01  -1.511999E+03
       4.563349  -2.469992E+01  -1.034628E+03
       4.571512  -1.959090E+01  -8.206216E+02
       4.579676  -1.983973E+01  -8.310445E+02
       4.587839  -2.521473E+01  -1.056192E+03
       4.596003  -3.621153E+01  -1.516825E+03
       4.604166  -5.393894E+01  -2.259389E+03
       4.612330  -7.972635E+01  -3.339570E+03
       4.620493  -1.141516E+02  -4.781569E+03
       4.628656  -1.552105E+02  -6.501441E+03
       4.636820  -1.960200E+02  -8.210866E+03
       4.644983  -2.240301E+02  -9.384149E+03
       4.653147  -2.246044E+02  -9.408209E+03
       4.661310  -1.885909E+02  -7.899676E+03
       4.669473  -1.179601E+02  -4.941102E+03
       4.677637  -2.497868E+01  -1.046305E+03
       4.685800   7.220204E+01   3.024392E+03
       4.693964   1.539202E+02   6.447393E+03
       4.702127   2.044315E+02   8.563205E+03
       4.710291   2.182911E+02   9.143755E+03
       4.718454   2.026302E+02   8.487755E+03
       4.726617   1.720848E+02   7.208272E+03
       4.734781   1.404379E+02   5.882648E+03
       4.742944   1.155109E+02   4.838510E+03
       4.751108   9.951138E+01   4.168323E+03
       4.759271   9.231208E+01   3.866760E+03
       4.767434   9.425230E+01   3.948031E+03
       4.775598   1.068555E+02   4.475954E+03
       4.783761   1.316168E+02   5.513153E+03
       4.791925   1.677662E+02   7.027373E+03
       4.800088   2.099200E+02   8.793107E+03
       4.808252   2.465536E+02   1.032761E+04
       4.816415   2.613275E+02   1.094646E+04
       4.824578   2.392900E+02   1.002335E+04
       4.832742   1.748181E+02   7.322764E+03
       4.840905   7.336081E+01   3.072930E+03
       4.849069  -5.458007E+01  -2.286244E+03
       4.857232  -1.989279E+02  -8.332674E+03
       4.865395  -3.485648E+02  -1.460065E+04
       4.873559  -4.857812E+02  -2.034835E+04
